grade,Year,emp_length,acc_open_past_24mths_x,annual_inc_x,bc_util_x,dti_x,inq_last_6mths_x,mo_sin_old_rev_tl_op_x,mo_sin_rcnt_rev_tl_op_x,mo_sin_rcnt_tl_x,mort_acc_x,mths_since_recent_bc_x,num_accts_ever_120_pd_x,num_actv_bc_tl_x,num_il_tl_x,num_bc_sats_x,open_acc_x,pub_rec_bankruptcies_x,pub_rec_x,recoveries_x,tot_cur_bal_x,total_bc_limit_x
C,2016,10+ years,1,104000,63.4,9.05,0,225,46,16,0,145,0,1,10,1,3,0,0,0,38040,14000
C,2016,4 years,6,60000,32.2,10.58,0,97,2,2,0,2,0,2,2,4,10,0,0,0,14479,13300
E,2016,7 years,7,65000,91.6,29.28,1,220,1,1,5,4,0,4,9,4,16,0,0,0,178138,16400
C,2016,1 year,7,100000,85.2,17.48,0,227,1,1,1,41,0,2,10,2,19,1,1,0,305647,1600
B,2016,10+ years,8,58000,38.9,19.51,0,184,1,1,0,1,3,6,10,6,12,1,1,0,42889,27600
C,2016,< 1 year,4,40069,80.6,11.92,0,111,5,2,0,111,0,1,8,1,5,0,0,0,13487,500
C,2016,10+ years,0,110000,60.6,17.98,0,159,27,27,3,127,0,4,4,4,11,0,0,0,358971,18200
B,2016,1 year,3,55000,87.1,13.53,0,90,22,22,0,24,0,2,11,2,6,0,0,0,83872,4500
B,2016,10+ years,0,95000,71.6,11.53,0,288,42,32,1,42,1,3,4,3,7,0,0,0,234290,14800
D,2016,10+ years,4,80000,89.7,34.79,2,238,10,10,2,10,0,2,13,3,13,0,0,0,222704,24000
A,2016,4 years,5,145000,1.6,9.93,0,375,7,7,1,7,0,1,10,6,16,0,0,0,346259,37400
A,2016,10+ years,4,126000,79.5,20.81,0,262,48,5,3,48,0,2,11,3,10,0,0,0,356918,40500
D,2016,< 1 year,9,90000,91.8,13.47,5,252,1,1,5,2,0,5,11,5,12,0,0,0,126627,18500
B,2016,10+ years,4,57000,54.6,24.69,1,267,8,7,0,8,0,3,13,4,14,0,0,0,50648,19000
C,2016,10+ years,8,120000,95,9.19,4,359,4,4,5,8,7,3,7,3,11,0,0,0,527335,3400
B,2016,6 years,1,90000,58.2,16.8,1,88,3,3,2,3,0,2,2,3,8,0,0,0,391394,34300
A,2016,10+ years,9,300000,70.3,13.67,0,229,8,4,8,17,1,6,18,8,23,0,0,0,991449,62000
F,2016,4 years,12,48000,4.2,16.97,2,61,2,2,0,2,0,2,16,8,21,0,0,0,57243,14200
C,2016,10+ years,10,102000,46.8,17.12,1,129,0,0,1,0,0,6,3,9,19,1,1,0,220353,39300
C,2016,10+ years,8,54000,73,5.09,3,152,0,0,0,14,0,5,1,5,11,2,2,0,7415,9400
D,2016,10+ years,6,187000,38,10.55,1,361,23,14,3,23,0,2,10,5,15,0,1,0,533413,33700
D,2016,9 years,4,63193,61.4,21.48,2,234,3,3,1,3,1,4,7,5,12,0,0,0,48437,14100
D,2016,3 years,3,140000,42.9,1.45,0,138,5,5,4,5,1,4,7,6,8,0,3,0,209563,7200
B,2016,4 years,2,36000,78.9,17,0,136,13,13,0,13,0,2,2,2,5,1,1,0,18775,8500
B,2016,10+ years,4,75000,76.2,4.27,0,477,1,1,0,1,0,3,0,4,11,1,1,0,9988,13100
B,2016,< 1 year,7,85000,2.8,23.87,1,321,1,1,0,1,1,2,28,4,20,0,0,0,186255,32700
B,2016,8 years,4,115000,23.9,17.92,0,134,10,5,3,101,0,2,21,2,10,0,0,0,284335,29500
A,2016,< 1 year,0,60000,61.6,13.6,1,103,39,25,1,52,2,2,9,3,7,0,0,0,14102,17300
C,2016,4 years,2,120000,87.6,28,0,438,32,10,2,91,0,7,8,7,15,0,0,0,164702,40400
C,2016,8 years,3,80000,90.5,25.68,1,197,31,11,2,31,0,7,5,7,13,0,0,0,281450,19900
D,2016,2 years,6,60000,83.3,24.68,0,70,1,1,0,1,0,4,2,5,16,0,2,0,31774,10400
A,2016,10+ years,7,58000,32.7,15.17,2,455,9,9,1,9,1,7,9,9,17,0,0,0,55264,73600
E,2016,2 years,10,48000,40.5,25.11,0,97,4,4,0,4,3,6,5,6,10,0,0,0,37886,40100
C,2016,10+ years,13,90000,24.4,9.73,4,25,4,4,1,4,0,3,7,6,10,0,0,0,244762,24900
D,2016,3 years,2,102000,77.4,12.48,1,136,37,6,0,76,0,4,7,5,11,0,0,0,55317,40800
D,2016,2 years,9,70000,61.5,14.8,0,264,1,1,2,1,0,2,11,2,10,0,0,0,348362,6700
B,2016,1 year,1,90000,62.1,26.87,0,259,31,15,4,31,0,7,8,8,26,0,0,0,530967,59700
C,2016,9 years,3,42028,84,30.64,1,150,6,4,0,6,1,3,7,3,9,0,0,0,21623,4700
C,2016,6 years,6,146000,79.3,28.97,2,260,20,4,0,26,0,5,11,6,18,1,1,0,132094,24500
B,2016,1 year,5,45000,90,22.96,1,90,12,12,0,12,0,11,10,11,20,0,0,0,44833,15200
B,2016,2 years,8,110000,58.5,12.84,1,105,0,0,1,1,0,3,3,3,13,1,1,0,29046,11300
D,2016,10+ years,8,90000,0,20.23,0,137,3,3,2,3,0,0,10,6,12,0,0,0,45738,20100
B,2016,10+ years,5,80000,53.1,13.91,0,119,7,7,2,7,0,4,11,5,9,0,0,0,39609,22100
A,2016,3 years,2,132000,43.6,7.36,0,353,0,0,3,28,6,5,3,6,19,0,0,0,349042,51600
B,2016,1 year,9,95000,66.9,18.68,1,50,14,14,0,14,0,7,17,7,25,0,0,0,75273,49700
D,2016,1 year,3,100000,100,32.33,2,312,3,3,2,3,0,6,3,10,12,0,0,0,219142,80300
B,2016,4 years,3,35500,68.5,15.38,3,139,3,3,0,3,0,3,7,3,6,0,0,0,12322,8000
F,2016,10+ years,2,58618,96.7,13.53,0,133,9,9,1,22,0,3,0,3,7,0,0,0,266326,3400
C,2016,4 years,5,108000,83.6,8.08,2,137,2,2,3,2,1,5,3,6,11,0,0,0,684188,26700
E,2016,5 years,9,50000,40,17.32,1,106,2,2,0,2,0,5,3,5,9,0,0,0,23402,4500
B,2016,5 years,1,55000,50.9,11.71,0,147,11,11,1,31,0,3,1,5,10,0,0,0,193925,32700
C,2016,5 years,5,52811,0,18.52,0,140,38,8,0,38,0,0,16,4,12,0,0,0,131035,15700
E,2016,< 1 year,4,56000,48,26.13,0,340,6,6,0,6,0,4,10,5,9,0,0,0,98267,58600
A,2016,3 years,4,55000,1.7,18.52,1,121,32,5,1,32,3,2,8,3,8,0,0,0,270022,12700
C,2016,7 years,2,49000,90.3,23.18,1,190,12,12,1,12,0,3,11,3,9,0,0,0,29483,6500
D,2016,10+ years,4,32000,75.1,24.27,0,111,6,6,0,10,2,2,4,2,6,0,0,0,11740,3600
B,2016,5 years,3,63319.48,86.8,29.74,0,351,10,10,2,10,0,8,2,8,13,0,0,0,362013,26200
B,2016,10+ years,7,85000,56.8,19.78,1,65,0,0,0,10,0,5,3,6,16,0,0,0,44348,23400
C,2016,4 years,5,80000,89,8.19,0,117,15,10,0,110,0,1,5,1,7,0,0,0,13356,3000
B,2016,10+ years,4,50000,50.4,10.25,0,176,11,11,0,41,0,1,4,1,7,0,0,0,9366,11500
B,2016,2 years,3,200000,34,5.49,0,215,10,10,1,12,0,2,0,5,7,0,0,0,29916,88000
A,2016,2 years,1,145000,93,25.61,0,232,29,4,3,29,0,11,2,18,20,0,0,0,453411,48090
B,2016,9 years,8,69000,53,26.61,0,191,2,2,0,2,0,11,6,11,16,0,0,0,45591,54600
A,2016,2 years,1,78000,74.9,20.83,0,132,28,16,0,28,1,3,30,3,16,0,0,0,224817,7700
A,2016,2 years,1,54000,19.6,3.09,1,99,2,2,0,2,1,4,8,4,4,0,0,0,4995,25500
D,2016,2 years,19,48000,27.2,22.83,2,146,9,5,0,14,0,5,10,9,25,0,0,0,72423,11100
E,2016,9 years,1,95000,97.4,28.76,0,174,38,16,7,65,1,2,6,2,10,0,0,0,430684,21100
B,2016,4 years,4,40000,54.9,26.11,0,103,4,4,0,18,0,2,14,2,14,0,0,0,36266,15000
D,2016,3 years,6,55000,42.4,14.82,0,251,16,7,7,16,0,3,6,4,9,2,5,0,19320,13200
B,2016,2 years,6,40000,63.6,27.84,0,161,7,7,0,7,0,3,9,4,12,0,0,0,38591,12500
E,2016,2 years,4,93600,69.7,13.81,0,175,9,6,1,9,2,2,11,2,11,0,0,0,91019,5500
C,2016,10+ years,5,299000,92.6,25.15,2,364,12,8,4,12,0,7,29,7,21,0,0,0,746263,64200
B,2016,5 years,8,105000,77.8,16.55,0,124,6,6,4,17,0,1,17,1,12,0,0,0,168026,3900
D,2016,10+ years,7,110000,45.6,5.77,1,174,3,3,0,7,0,2,1,5,9,0,0,0,15053,16000
B,2016,3 years,3,55000,40.2,12.72,1,355,8,8,1,22,0,2,2,3,7,1,2,0,21491,17300
B,2016,10+ years,2,109000,101.7,21.71,1,249,14,11,1,56,0,1,3,1,9,0,0,0,243932,12000
B,2016,5 years,6,120000,45.8,17.18,1,420,5,5,1,5,1,4,6,6,13,0,0,0,83558,21600
B,2016,8 years,6,38000,46,28.52,0,80,9,9,1,52,0,2,4,2,9,0,0,0,146507,4600
B,2016,7 years,10,40000,53.2,27.57,1,126,3,3,0,3,0,6,7,7,14,1,1,0,34261,18500
C,2016,10+ years,2,100000,90.6,11.86,1,29,17,16,1,17,0,3,3,3,5,0,0,0,307914,30200
B,2016,10+ years,1,37500,84.9,17.5,0,157,13,13,0,13,0,3,8,3,4,0,0,0,9482,6000
C,2016,5 years,4,36000,20.4,10,1,152,5,5,0,5,1,6,3,7,9,0,1,0,24233,29400
B,2016,2 years,2,74000,78.1,17.4,1,151,13,13,2,13,0,5,5,5,9,0,0,0,175785,13700
B,2016,10+ years,2,55000,66.8,3.95,1,156,14,14,0,14,0,3,1,4,4,0,0,0,10492,15700
C,2016,10+ years,2,80000,26.6,16.88,0,213,29,12,0,29,0,3,7,5,9,0,0,0,39094,34700
C,2016,10+ years,8,77000,59.6,19.62,1,243,1,1,3,1,2,7,5,7,13,0,0,0,34785,24700
B,2016,< 1 year,14,44000,37.3,18.33,0,185,3,3,0,3,0,6,2,9,15,1,1,0,25022,10800
C,2016,4 years,7,48500,41.4,25.44,1,136,11,7,2,12,0,3,10,6,13,1,1,0,116926,21100
B,2016,2 years,10,41600,27.8,5.86,0,112,1,1,0,4,0,5,0,6,11,0,0,0,6640,20800
E,2016,2 years,19,54346,0.1,20.69,2,132,4,4,0,4,4,1,33,9,34,0,4,0,97822,8200
C,2016,2 years,8,53000,78.6,15.15,0,345,3,3,4,3,0,6,3,8,11,0,0,0,175693,27500
B,2016,3 years,2,65000,71.7,13.8,0,80,10,10,0,10,1,3,10,3,6,0,0,0,27006,13500
B,2016,< 1 year,2,115000,87.1,20.12,0,388,3,3,7,3,0,6,4,6,12,0,0,0,761758,68600
C,2016,4 years,4,40000,70.6,23.52,0,154,8,8,0,19,0,1,21,1,22,0,0,0,109976,7000
C,2016,2 years,7,70000,64.3,20.04,0,107,13,3,1,13,0,4,5,6,12,0,0,0,229559,21200
B,2016,1 year,9,48201,32.3,14.22,0,23,7,1,0,8,0,2,5,2,7,0,0,0,32885,7800
D,2016,5 years,5,81000,84.5,16.73,0,219,6,6,2,6,0,5,8,5,21,0,1,0,198974,11700
B,2016,10+ years,6,55000,75.4,13.35,1,178,15,9,2,15,1,3,9,3,12,0,0,0,78627,5400
C,2016,10+ years,4,150000,92.2,10.38,2,492,19,2,0,19,1,6,7,6,11,0,0,0,61804,33400
B,2016,4 years,7,47616,55.8,14.99,1,142,3,3,0,3,0,2,8,3,11,1,1,0,15310,9500
B,2016,6 years,5,70000,45.2,15.29,0,137,40,1,2,40,0,2,19,2,12,0,0,0,163948,1700
E,2016,2 years,12,53500,35.9,18.39,0,54,3,2,3,3,0,7,9,7,13,1,1,0,138538,28800
C,2016,< 1 year,4,75000,70.8,19.91,0,140,3,3,0,6,1,4,4,4,10,0,0,0,23226,8300
B,2016,10+ years,3,110000,79.3,25.19,0,249,13,11,1,18,7,9,17,10,30,0,1,0,207501,11900
C,2016,4 years,3,73000,89.3,12.97,0,213,12,7,4,12,0,6,4,9,14,0,0,0,137828,28000
C,2016,10+ years,12,175000,34.1,13.52,1,172,4,4,2,4,0,7,8,12,28,0,0,0,261177,50200
B,2016,10+ years,2,40000,94.5,6.39,0,135,7,7,3,7,2,2,18,2,15,0,0,0,134687,4500
D,2016,10+ years,8,20900.18,9.6,16.08,0,126,0,0,0,0,0,4,16,5,20,0,0,100,55280,22100
C,2016,3 years,3,36000,62.5,19.77,0,25,16,11,0,16,0,2,6,2,6,0,0,0,14819,2200
B,2016,10+ years,3,54800,93,7.82,0,43,23,9,2,32,4,2,6,2,5,0,0,0,132571,8350
C,2016,10+ years,9,46500,21.1,30.05,4,127,3,2,5,18,6,1,10,1,8,0,0,0,171812,1800
C,2016,4 years,2,65000,37.7,18.8,1,120,18,18,0,24,1,2,9,2,13,0,0,0,55147,7100
A,2016,10+ years,7,62000,4.1,2.85,3,190,3,3,2,5,0,5,5,14,21,0,0,0,104795,111100
B,2016,10+ years,2,120000,68.6,15.52,0,217,30,9,4,35,0,2,11,2,7,0,0,0,460931,20500
C,2016,10+ years,10,125000,46.8,18.58,0,29,3,3,4,3,0,4,7,5,17,0,0,0,92240,16200
B,2016,1 year,6,40000,35.2,17.67,1,42,5,2,0,5,0,3,21,3,15,0,0,0,63250,9300
D,2016,4 years,3,74000,83.6,17.29,0,230,9,9,4,9,0,9,6,9,18,0,0,0,236287,22600
B,2016,10+ years,5,104000,66.4,16.12,0,173,7,1,2,23,1,4,17,4,16,0,0,0,563708,23100
C,2016,4 years,6,80000,88.6,19.58,4,135,11,2,0,11,0,4,6,4,7,0,0,0,27445,22000
B,2016,10+ years,4,136000,59.4,6.53,1,130,5,5,0,5,0,3,2,3,7,0,0,0,37221,7700
B,2016,10+ years,5,87000,57.4,19.75,1,136,5,4,3,103,0,3,12,3,13,0,0,0,286177,5800
A,2016,7 years,5,80000,10.7,15.75,0,71,12,11,4,12,0,5,6,5,17,0,0,0,470169,33600
C,2016,3 years,4,22800,55.9,17.8,2,45,6,6,1,11,0,4,2,6,9,0,0,0,134598,16300
D,2016,4 years,6,55000,38.4,27.08,0,158,3,2,0,8,1,2,24,3,11,0,0,0,67441,15300
B,2016,10+ years,1,157000,87.6,4.84,0,133,9,9,2,70,0,6,4,6,10,1,1,0,14968,14300
D,2016,2 years,5,40000,60,14.91,0,136,2,2,0,2,1,3,8,3,10,0,0,0,57088,11200
C,2016,10+ years,11,142325,34.9,21.22,2,101,1,1,4,1,2,2,17,4,13,0,0,0,405979,13900
B,2016,9 years,1,53000,47.6,5.91,1,166,24,24,0,24,0,4,2,4,7,1,1,0,8142,17100
B,2016,2 years,7,77000,66.5,19.11,1,147,5,5,1,13,0,3,4,3,17,0,1,0,73100,4600
D,2016,10+ years,1,80000,13.3,28.53,1,199,4,4,2,52,0,1,8,4,15,0,0,0,300642,7500
B,2016,8 years,6,80000,69.2,14.7,3,154,1,1,0,28,1,4,5,5,18,0,6,0,31459,5700
C,2016,3 years,5,23000,49,26.45,0,122,4,4,0,11,0,3,10,4,13,0,0,0,13746,2600
B,2016,7 years,8,141748,36.9,13.96,2,385,0,0,1,0,0,8,8,9,16,1,2,0,429905,40700
G,2016,10+ years,9,40000,72.6,26.31,1,75,3,3,1,3,0,5,3,6,18,1,1,0,142335,13600
A,2016,10+ years,0,140000,47.3,8.32,0,249,53,29,1,53,0,6,5,7,10,0,0,0,132898,48900
B,2016,10+ years,1,52000,34,29.33,0,226,55,24,0,68,0,1,3,1,5,1,1,0,49484,3800
B,2016,< 1 year,1,100000,15,27.13,2,202,27,9,3,48,0,7,5,11,16,0,0,0,143377,88500
E,2016,6 years,2,27000,40.6,20.18,0,53,3,3,0,3,1,4,3,4,6,0,0,0,9581,4600
D,2016,< 1 year,3,64000,86.4,26.48,0,173,5,5,3,5,0,6,8,6,10,0,0,0,364917,35900
D,2016,10+ years,5,93000,31.3,21.07,0,242,3,3,4,3,0,4,7,3,9,0,0,0,357951,54900
B,2016,< 1 year,10,25000,65.1,14.83,2,282,5,5,2,8,0,2,11,3,12,1,1,0,6083,6700
D,2016,5 years,4,50000,95.6,23.19,0,49,11,11,0,20,0,4,2,4,11,0,0,0,55783,14400
C,2016,10+ years,3,145000,101.6,17.72,0,259,17,17,4,17,0,3,5,4,7,0,0,0,540829,22500
C,2016,1 year,2,58000,57.3,5.46,2,109,10,2,0,10,0,3,20,4,21,0,0,0,65796,9000
C,2016,5 years,1,103626,35.5,6.47,1,73,14,14,0,14,0,3,6,3,5,0,1,0,39448,52500
C,2016,10+ years,2,48000,75.5,15.08,0,231,11,11,0,11,0,7,10,7,9,0,0,0,16230,21000
A,2016,3 years,2,45000,19.1,16.43,0,152,17,16,2,17,0,4,6,5,8,0,0,0,13906,45400
B,2016,9 years,2,96000,33.7,18.61,0,245,44,5,2,45,0,2,14,4,13,0,0,0,176351,22900
B,2016,8 years,8,123406,14.7,18.59,2,212,13,1,4,33,0,2,13,4,14,1,1,0,83437,23000
B,2016,2 years,6,95000,24.3,15.29,1,113,7,2,0,7,0,5,6,5,9,0,0,0,92972,23300
C,2016,10+ years,1,73000,97.4,21.37,0,328,23,23,1,55,0,5,3,5,8,0,0,0,260525,47600
C,2016,10+ years,6,50000,51.2,23.81,1,171,3,3,1,45,0,3,14,3,15,1,1,0,34430,11600
D,2016,2 years,9,141500,81.6,12.81,1,169,6,6,0,6,1,6,26,8,15,0,0,0,229604,24700
A,2016,2 years,4,67000,80.8,18.32,0,345,7,7,4,13,0,3,7,3,11,0,0,0,179040,14500
C,2016,10+ years,8,72000,61.8,13.28,0,130,7,7,0,8,1,5,5,7,9,0,0,0,36273,25600
B,2016,10+ years,5,55000,84.5,15.54,0,163,4,4,2,4,0,2,12,5,16,1,1,0,139102,10400
C,2016,6 years,2,50000,64.7,8.98,1,258,4,4,0,69,3,3,1,4,12,0,0,0,7133,6800
B,2016,1 year,2,62400,71.7,5.19,1,132,26,7,1,104,1,2,10,2,12,0,0,0,104461,5000
B,2016,10+ years,2,60000,52.6,1.4,0,207,15,15,0,16,0,2,1,2,3,1,1,0,2074,2900
C,2016,10+ years,2,130000,88.8,14.1,0,189,11,11,1,104,2,3,4,4,11,0,0,0,65012,17700
D,2016,10+ years,7,65000,88.4,19.65,0,49,11,8,0,11,0,1,9,1,7,0,0,0,41728,1500
A,2016,< 1 year,6,205000,86,24.77,1,396,5,4,8,20,0,9,7,15,22,0,0,0,1005438,42651
D,2016,1 year,5,25000,36.3,34.22,0,150,13,13,0,13,0,7,2,10,14,0,0,0,26935,25900
E,2016,5 years,7,83200,96.9,20.32,0,189,22,1,2,56,0,1,22,1,7,0,0,0,267089,5200
C,2016,3 years,3,95000,58.8,5.82,1,96,3,3,0,3,1,7,5,7,12,0,0,0,22945,18200
A,2016,< 1 year,8,100000,40.3,18.37,0,146,4,4,4,4,0,4,35,4,19,0,0,0,500362,39600
A,2016,10+ years,2,62500,0,16.97,0,114,12,12,2,37,0,0,8,3,7,0,0,0,25044,8800
C,2016,2 years,8,75000,76.2,13.89,1,285,2,2,1,2,0,4,3,4,15,0,2,0,140095,11800
B,2016,10+ years,1,87000,54.9,21.81,0,245,5,5,2,28,2,3,6,6,13,0,0,0,58176,66400
C,2016,10+ years,8,65000,10.9,25.66,2,210,1,1,3,11,0,6,2,10,30,0,0,0,258034,79600
C,2016,8 years,1,50000,92.9,29.64,1,203,16,16,5,30,0,4,1,4,9,0,0,0,212891,33000
B,2016,4 years,1,36000,62.8,23.87,1,167,5,5,0,5,0,3,1,4,7,0,0,0,9987,8000
D,2016,10+ years,10,98000,78.2,20.35,1,203,1,1,3,16,4,5,19,7,17,0,0,0,175214,25000
E,2016,10+ years,0,69804,97,15.51,0,114,65,28,0,81,0,1,13,1,5,0,0,0,7649,2000
A,2016,2 years,3,60000,8.9,13.84,0,279,7,7,3,7,0,3,4,4,10,0,0,0,176742,34000
B,2016,6 years,4,48000,61.8,20.9,0,223,12,12,0,12,3,6,3,6,9,0,0,0,70514,14300
B,2016,6 years,7,145000,39.5,15.3,0,136,6,6,1,6,0,13,3,15,21,0,0,0,483197,108600
C,2016,< 1 year,3,75000,92.3,18.37,0,156,2,2,0,23,0,5,8,5,17,1,1,0,75752,14000
C,2016,1 year,5,85000,71.7,32.29,0,207,7,7,3,7,1,6,14,7,21,0,0,0,262311,19300
C,2016,10+ years,2,75000,38,21.15,3,139,36,21,0,36,0,4,4,5,8,0,0,0,30019,44200
B,2016,4 years,6,115000,52.7,20.11,0,121,8,8,0,8,3,5,8,5,11,0,0,0,80339,20300
A,2016,10+ years,11,125000,3.9,10.94,0,136,16,4,2,16,1,2,12,4,12,0,0,0,363022,21300
B,2016,10+ years,2,147363.96,88.7,23.77,1,213,60,11,1,60,0,5,9,6,10,0,0,0,375269,60400
B,2016,< 1 year,2,45000,93.4,21.6,0,71,14,14,0,19,0,2,31,2,23,0,0,0,100659,8500
D,2016,10+ years,6,67000,71.6,23.18,0,146,5,5,1,5,0,4,5,5,8,1,5,0,39088,14000
C,2016,10+ years,8,61000,28.1,18.29,1,249,7,7,4,8,0,1,14,6,15,0,0,0,248767,16800
B,2016,10+ years,4,352000,96,11.84,0,85,8,6,4,8,0,7,8,7,10,0,0,0,786062,66660
C,2016,4 years,5,61000,18.3,16.01,0,206,5,5,1,27,0,3,4,4,14,1,1,0,30937,6300
A,2016,2 years,7,312000,30.1,8.95,0,203,6,4,8,6,0,4,10,4,11,0,0,0,788985,107800
D,2016,7 years,5,78000,88,20.41,0,107,12,9,1,12,0,7,69,7,14,0,0,0,502004,11000
B,2016,10+ years,1,121640,109.8,12.18,1,268,45,3,3,47,0,2,13,2,8,0,0,0,363506,6100
D,2016,10+ years,9,117661.92,85.6,20.74,0,181,2,2,2,2,1,4,8,4,16,0,1,0,203337,5200
C,2016,10+ years,0,120000,95.6,3.01,0,113,67,67,3,96,1,2,4,2,3,0,0,0,9048,9000
B,2016,8 years,2,98000,76.3,8.65,1,117,21,18,1,68,0,3,8,3,6,0,0,0,263541,27300
A,2016,3 years,3,43000,6.8,6.06,0,135,22,22,3,22,0,2,11,10,20,0,0,0,134388,56200
C,2016,10+ years,9,33000,52.7,19.82,1,332,1,1,0,10,0,4,2,4,17,0,0,0,15290,9900
C,2016,10+ years,13,40000,61.8,31.24,2,243,1,0,2,12,2,3,17,3,24,0,0,0,89251,12500
B,2016,10+ years,4,68000,27.3,22.91,1,122,7,7,0,26,0,2,7,3,16,0,0,0,45603,17500
B,2016,8 years,0,80000,100.5,8.54,1,140,70,26,1,140,0,1,2,1,2,0,0,0,8730,5000
C,2016,3 years,11,80000,23.5,11.37,2,89,1,1,1,15,0,3,1,6,14,1,1,0,39751,32500
B,2016,10+ years,4,70000,46.9,4.55,0,192,2,2,0,10,0,4,1,4,5,0,0,0,9471,19500
A,2016,10+ years,1,58000,3.2,16.33,0,147,26,19,1,26,0,1,9,4,16,0,0,0,132940,14000
C,2016,2 years,4,41600,34.4,24.09,1,69,16,16,0,16,0,1,7,3,8,0,0,0,18130,11800
C,2016,9 years,7,120000,61.6,29.52,0,152,10,1,2,10,0,6,21,9,18,0,0,0,270834,57300
D,2016,3 years,4,100000,68.7,8.36,1,242,3,3,5,3,2,4,2,4,9,0,0,0,589055,35800
C,2016,8 years,7,85000,15,7.44,2,179,1,1,2,1,1,3,6,8,11,1,1,0,17447,71700
B,2016,2 years,7,65400,29,10.33,2,192,1,1,1,1,2,5,9,5,13,0,0,0,269456,19300
D,2016,6 years,0,71300,82,20.08,0,268,44,25,5,44,0,3,1,3,6,0,0,0,330418,53600
F,2016,10+ years,8,72000,0,27.5,1,144,16,2,0,98,0,0,30,1,10,0,1,0,25210,2500
B,2016,9 years,3,34000,50.3,17.93,0,80,16,11,0,16,0,1,6,2,4,0,0,0,20671,5500
B,2016,9 years,2,70000,42.6,15.74,0,81,7,7,0,7,0,1,5,1,7,1,1,0,38847,2700
D,2016,3 years,7,56000,42.4,12.58,1,150,6,6,1,8,2,6,1,6,9,0,0,0,10161,8300
F,2016,4 years,5,42000,66.4,32.49,0,427,8,8,0,18,0,5,13,6,10,0,0,0,34584,21600
A,2016,5 years,1,58253,51.1,16.54,0,199,21,21,0,21,0,2,19,2,9,0,0,0,93036,25000
A,2016,7 years,3,42000,64.5,14.35,1,151,13,13,1,13,0,3,3,4,8,1,1,0,87848,8800
E,2016,< 1 year,13,52000,31.9,29.63,3,289,3,3,4,38,0,2,5,2,24,1,1,0,263083,9900
B,2016,10+ years,9,67000,64.2,13.4,0,44,0,0,0,0,1,3,3,4,7,0,0,0,17135,13700
D,2016,10+ years,7,165000,73.4,14.11,1,163,22,8,0,22,0,9,13,13,23,0,0,0,125778,32400
D,2016,< 1 year,8,25000,60.1,12.34,2,71,1,1,0,1,0,5,5,8,11,0,0,0,9201,15300
E,2016,10+ years,5,102000,44.4,22.6,0,296,63,9,1,63,1,2,13,2,7,0,0,0,349714,1500
C,2016,10+ years,11,46000,59.2,17.3,2,129,3,3,4,3,6,5,29,5,15,0,0,0,253122,8400
E,2016,8 years,4,60000,63.2,14.94,0,250,8,8,0,8,0,3,3,3,6,0,0,0,20307,8900
A,2016,10+ years,11,78000,2.5,7.42,2,105,4,4,0,4,0,2,2,10,12,0,1,0,16397,20900
C,2016,10+ years,5,33000,67.9,31.82,0,123,4,4,0,4,0,5,8,6,9,0,0,0,24395,10400
E,2016,6 years,11,69800,82.2,27.74,0,101,7,7,1,8,0,5,2,5,11,1,1,0,168160,21500
C,2016,10+ years,2,100000,91.9,11.99,0,130,28,7,0,52,1,1,11,1,6,1,1,0,28349,1900
E,2016,1 year,4,47840,49.7,13.75,0,13,2,2,0,2,0,4,1,4,5,0,0,0,14458,15300
B,2016,6 years,6,235000,38,10.9,1,194,2,2,4,2,1,4,8,4,13,0,0,0,429684,6800
C,2016,10+ years,4,60000,83.7,21.52,0,110,8,8,1,18,0,4,13,5,15,0,0,0,241924,25400
C,2016,1 year,1,85000,86.9,10.09,0,37,12,12,0,12,0,4,2,4,5,0,0,0,24042,8200
B,2016,2 years,5,53991,88.5,22.2,1,195,0,0,2,15,2,4,9,4,14,2,3,359.63,48341,9500
B,2016,2 years,3,42000,51.9,16.86,1,99,12,12,0,12,0,1,21,2,25,0,0,0,27322,2700
C,2016,1 year,1,87000,93,10.76,0,474,41,7,0,41,0,1,2,2,3,0,0,0,44929,16800
B,2016,3 years,5,40000,85.2,16.95,0,185,12,12,0,43,0,3,1,3,18,1,1,0,11600,3200
C,2016,10+ years,6,92000,30.5,19.05,2,212,6,6,1,6,0,4,13,8,14,0,0,0,67191,19900
E,2016,7 years,5,35000,45.4,28.67,1,38,5,5,0,5,0,5,3,5,7,0,0,0,47601,11900
D,2016,4 years,4,43000,45.5,18.78,0,121,16,9,0,16,0,1,7,1,7,0,0,0,19185,1500
C,2016,10+ years,10,68000,51.4,19.74,3,216,16,3,3,16,5,2,16,4,14,0,0,0,205593,12300
B,2016,< 1 year,8,60000,97.2,22.26,0,26,7,7,0,16,0,1,7,1,12,0,0,0,66364,3000
B,2016,8 years,1,56656.6,80.2,26.58,0,114,25,19,0,25,0,4,1,4,10,0,0,0,34201,14000
B,2016,6 years,2,84000,95.4,12.51,0,175,39,13,1,72,0,0,16,1,7,0,0,0,302898,3000
D,2016,< 1 year,12,84000,89.1,27.06,1,278,3,3,4,18,0,5,6,5,20,1,3,0,37670,10400
C,2016,4 years,4,60000,81,16.14,0,59,8,8,1,8,0,3,12,3,5,1,1,0,33728,10800
B,2016,2 years,6,62400,38.3,21.4,3,118,5,5,1,5,3,2,17,4,15,0,0,0,141999,8300
